STT,Course ID,Khóa học,Môn học,Chương,Folder,Lesson ID,Tên bài,Loại video,Video ID,Link video,Số tài liệu,Tài liệu (title:url),Ngày tạo,Ngày cập nhật
"320","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMYV2027_VDC THXS","TDMYV2027_VDC THXS","","TjbiyS1qtw84vm37sipt","TDMYV21_KN định vị sắp xếp","drive","https://drive.google.com/file/d/106W_ddCNEekkBbKnL6WTMflI9IwcFIZE/view?usp=drive_link","https://drive.google.com/file/d/106W_ddCNEekkBbKnL6WTMflI9IwcFIZE/view?usp=drive_link","6","Key đề:https://drive.google.com/file/d/1EClusDS8kVb8eNW5-OL7RQHxrIAUxy3S/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1s7zwYB1Odzm3Aww0pKXBZUltlRhHWfGr/view?usp=drive_link | BVT live chữa đề:https://drive.google.com/file/d/12Q9FR_1CrXh7L1mQR5gsdf8mEKyl_CS3/view?usp=drive_link | đề tự luyện:https://drive.google.com/file/d/1LOVUNiNHfB_okHAdMMSJB8TE1lXzrP8f/view?usp=drive_link | BVT-bài giảng:https://drive.google.com/file/d/1HasCu0mkTIZIKeQsHPcsuiG1U6jSy92Q/view?usp=drive_link | Live chữa:https://drive.google.com/file/d/16x0_N4Numd52omfuzmnw9Wpidf8iX_zz/view?usp=drive_link","25/4/2026","25/4/2026"
"321","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMYV2027_VDC THXS","TDMYV2027_VDC THXS","","fPyMGLBdcnQAMGInrTVW","TDMYV29_KN chia kẹo có điều kiện","hls","b2:2k9 Nguyễn Đăng Ái/10/TDMYV29_KN-chia-keo-co-dieu-kien-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/TDMYV29_KN-chia-keo-co-dieu-kien-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","File ghi chép:https://drive.google.com/file/d/14Q84LS6RU42blGPIf7zn5uwDSXT16Wli/view?usp=drive_link | BVT-bài giảng:https://drive.google.com/file/d/1dPZdnPsyzZgt5w9Mf7LjdwKU1eypN3lp/view?usp=drive_link","4/7/2026","5/7/2026"
"322","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMYV2027_VDC THXS","TDMYV2027_VDC THXS","","mszWV0hvkiyfMHi4jPHM","TDMYV30_Bài toán chia đồ 01","hls","b2:2k9 Nguyễn Đăng Ái/10/TDMYV30_Bai-toan-chia-do-01-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/TDMYV30_Bai-toan-chia-do-01-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","3","Đề tự luyện:https://drive.google.com/file/d/11q956-YJ8N2l-bee409OSouGMmhb8d0O/view?usp=drive_link | BVT-bài giảng:https://drive.google.com/file/d/1wdlC3g7Q8Tfi8YofsTELiy-AbiJ2Wsri/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1nFjVYUOgbkvaDmT6x5dFJjsBmdK3EfUx/view?usp=drive_link","4/7/2026","5/7/2026"
"323","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV01_Quy tắc đếm cơ bản","BhfXShzQRB6x4Dpr0SdK","TDMXV01_Quy tắc đếm cơ bản(bg01)","hls","b2:2k9 Nguyễn Đăng Ái/4/TDMXV01_Quy-tac-dem-co-ban-bg01--hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/4/TDMXV01_Quy-tac-dem-co-ban-bg01--hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"324","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV01_Quy tắc đếm cơ bản","7YZTBLemHWgELGRn7AI1","TDMXV01_Quy tắc đếm cơ bản(bg02)","hls","b2:2k9 Nguyễn Đăng Ái/8/TDMXV01_Quy-tac-dem-co-ban-bg02--hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/8/TDMXV01_Quy-tac-dem-co-ban-bg02--hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"325","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV2027 CHINH PHỤC NỀN TẢNG - BẢN CHẤT - VẬN DỤNG THXSTK","TDMXV01_Quy tắc đếm cơ bản","t9woyd3WV9sqmXnVyJTk","Chữa ĐTL TDMXV01A","hls","b2:2k9 Nguyễn Đăng Ái/10/Chua-dTL-TDMXV01A-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/Chua-dTL-TDMXV01A-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"326","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMYY2027 CHINH PHỤC VDC THUẦN TUÝ","CHINH PHỤC VDC THUẦN TUÝ","TDMYY102_ĐK cần và đủ trong đơn điệu điểm nguyên","fXIET0dc0g9WBfRV3HL2","TDMYY102_ĐK cần và đủ trong đơn điệu điểm nguyên","hls","b2:2k9 Nguyễn Đăng Ái/6/TDMYY102_dK-can-va-du-trong-don-dieu-diem-nguyen-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/6/TDMYY102_dK-can-va-du-trong-don-dieu-diem-nguyen-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","27/6/2026","2/7/2026"
"327","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMYY2027 CHINH PHỤC VDC THUẦN TUÝ","CHINH PHỤC VDC THUẦN TUÝ","TDMYY102_ĐK cần và đủ trong đơn điệu điểm nguyên","v94gCpZxSIFwoGEoGMRw","Chữa ĐTL TDMYY102","hls","b2:2k9 Nguyễn Đăng Ái/6/Chua-dTL-TDMYY102-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/6/Chua-dTL-TDMYY102-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","27/6/2026","2/7/2026"
"328","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","nhaVLPl9kQezhzV2XJOr","TDMXX06_Đơn điệu hàm số","hls","b2:2k9 Nguyễn Đăng Ái/1/TDMXX06_don-dieu-ham-so-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/1/TDMXX06_don-dieu-ham-so-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","10","KEY đề 6A:https://drive.google.com/file/d/1i8xst8DzsFpi9zs7mmFLRX6Q5pQH2Xtp/view?usp=drive_link | KEY đề 6B:https://drive.google.com/file/d/18vPQYnDgqRdpUzUjgeR5gCpsBQRtr8J_/view?usp=drive_link | BVT dạy:https://drive.google.com/file/d/1H3vwSfF-sTecFLgVWFiTL_tyblu1zYWm/view?usp=drive_link | Đề 6B:https://drive.google.com/file/d/1n-kdpWxdkdXZIEYirZkjAuDIdRfpkL3J/view?usp=drive_link | chữa đề 6B (live):https://drive.google.com/file/d/1XtFdiJkmXJbg4d9dnSye6McHVNF2847F/view?usp=drive_link | Đề 6A:https://drive.google.com/file/d/1LWsiSMl-AtexVIR2xoWTirRXHV21bJIe/view?usp=drive_link | (BVT) đề tự luyện 6B:https://drive.google.com/file/d/1WnG4KcBQPUdbOFjpVsY4u8uQ6pOGY9dS/view?usp=drive_link | Chữa ĐTL TDMXX06A Cơ bản về đơn điệu Phần A:https://drive.google.com/file/d/1rnHu6ReZjrGGgfkvGrGohhfzQgv5TkYQ/view?usp=sharing | FIle ghi chép:https://drive.google.com/file/d/1-3CUX26gnTVNL6lYJgiqAL7pTCkepsfZ/view?usp=drive_link | ĐTL TDMXX06A Cơ bản về đơn điệu Phần A(BVT):https://drive.google.com/file/d/1z-JF0oraZLeVWRNt7uz8dzolNncx_IJI/view?usp=sharing","21/4/2026","2/7/2026"
"329","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","UmpwQdRMFlQbnXKCMxDC","TDMXX07_Mở rộng đơn điệu hàm số(bg01)","drive","https://drive.google.com/file/d/1XR4GOvlNxEAAWUias8UrI32_gAKkSNmk/view?usp=drive_link","https://drive.google.com/file/d/1XR4GOvlNxEAAWUias8UrI32_gAKkSNmk/view?usp=drive_link","4","đáp án đề 07:https://drive.google.com/file/d/1ga15WIcpzLDHkHlx-W7skFFwlGrWjapx/view?usp=sharing | BVT- Live chữa:https://drive.google.com/file/d/1HxHinRIYRzoSHLxk13c05_5YqSPO3VQt/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1jHXA-QxpdAdEIyYL8MCgC_xrMP6q5RiF/view?usp=drive_link | ĐTL TDMXX07:https://drive.google.com/file/d/1jHWU3hlhwy3kh-mlMTWAYjV3a-go2nNc/view?usp=sharing","22/4/2026","2/7/2026"
"330","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","JiNkhXcgLqfJ8lkS0i8y","TDMXX07_Mở rộng đơn điệu hàm số(bg02)","drive","https://drive.google.com/file/d/1C70S_-0dkbSFe9OqKrP50klnvtQ17_6I/view?usp=drive_link","https://drive.google.com/file/d/1C70S_-0dkbSFe9OqKrP50klnvtQ17_6I/view?usp=drive_link","0","","21/4/2026","2/7/2026"
"331","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","JEpDcj2aeETEN62enNVK","TDMXX08_Đơn điệu hàm số liên quan tới lượng giác","drive","https://drive.google.com/file/d/1iX5BJQ4TMgglH9eJ9ske91_JsSp1zBrh/view?usp=drive_link","https://drive.google.com/file/d/1iX5BJQ4TMgglH9eJ9ske91_JsSp1zBrh/view?usp=drive_link","5","Live chữa đề tự luyện:https://drive.google.com/file/d/1iX5BJQ4TMgglH9eJ9ske91_JsSp1zBrh/view?usp=drive_link | KEY đề:https://drive.google.com/file/d/13a_pi1j1Eux3QFtoG491cYXSDhIhOnkU/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1bvOop--MYgjLPTZm9K8uZ7kiI9CRbC4T/view?usp=drive_link | BVT live chữa:https://drive.google.com/file/d/1ktfTDuDaMqVndJYNqlUUTRb9UM1nf7k-/view?usp=drive_link | Đề từ luyện:https://drive.google.com/file/d/1wLPF-P_OSShC9aW_lx2R9GyRLDX-JnnH/view?usp=drive_link","21/4/2026","2/7/2026"
"332","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","zb92APpvwy17ebZKFS8Z","TDMXX09_Cơ bản về cực trị của hàm số","hls","b2:2k9 Nguyễn Đăng Ái/1/TDMXX09_Co-ban-ve-cuc-tri-cua-ham-so-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/1/TDMXX09_Co-ban-ve-cuc-tri-cua-ham-so-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","7","KEY đề 9B:https://drive.google.com/file/d/1ceMsb2cwUOBtfcTwXzsNjXjCQ_MEHdOD/view?usp=drive_link | Live chữa đề 9A:https://drive.google.com/file/d/1wQeQUUO-EZS4cROEkE7NHJmyn0d2iuou/view?usp=drive_link | BVT- chữa đề 9A:https://drive.google.com/file/d/1IIfQqJXkRB-hIoVKiWs7FgUUcC9MWCDE/view?usp=drive_link | Đề 9A:https://drive.google.com/file/d/14wq7y5NWdvvfrZ3OU9CJWopuvA9Menfw/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1SBCN7mBj-XH1EjNNyrd3HHcoW-goJS0e/view?usp=drive_link | Đề 9B:https://drive.google.com/file/d/1ljV9Fn6OXQMoMUr_hNspJX-4sefFqUYm/view?usp=drive_link | Key đề 9A:https://drive.google.com/file/d/1_J-J90Lmq4UlGSw9r7bZ7PBQPmQ1cQKc/view?usp=drive_link","19/5/2026","2/7/2026"
"333","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","XWFSjbwGXloq0G41YV0A","TDMXX10_Nâng cao nhẹ về cực trị phần 01","hls","b2:2k9 Nguyễn Đăng Ái/1/TDMXX10_Nang-cao-nhe-ve-cuc-tri-phan-01-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/1/TDMXX10_Nang-cao-nhe-ve-cuc-tri-phan-01-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","6","Đề:https://drive.google.com/file/d/1ZCE42B3MeyGO6gTbrzSKIsc-KpCGP68d/view?usp=drive_link | Live chữa đề:https://drive.google.com/file/d/1QuxX23Tq7vI2P2n6xT79tnKw0pENK9nL/view?usp=drive_link | BVT-dạy:https://drive.google.com/file/d/1u90fY9BN3Md6Rk2JZwgs-1PO9RD2bRBl/view?usp=drive_link | Key đề:https://drive.google.com/file/d/11I36OgfPoH3ZQaJ-1slGC7khqYUq-ILz/view?usp=drive_link | File GC:https://drive.google.com/file/d/1BvsUhez8MbxPL1XbOHwyRJbfVdn2ok2L/view?usp=drive_link | BVT_live chữa đề:https://drive.google.com/file/d/1E_IeaL3sQRsbVNzo3kzeSBEkGqaiYLdC/view?usp=drive_link","19/5/2026","2/7/2026"
"334","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","LD21eUfcO4Uzul9deEEj","TDMXX11_Nâng cao nhẹ về cực trị phần 2","hls","b2:2k9 Nguyễn Đăng Ái/2/TDMXX11_Nang-cao-nhe-ve-cuc-tri-phan-2-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/2/TDMXX11_Nang-cao-nhe-ve-cuc-tri-phan-2-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","4","live chữa đề:https://drive.google.com/file/d/1AS3_3UjFbPowNPfToRLYb3jsuLkK5jeX/view?usp=drive_link | Đề:https://drive.google.com/file/d/197NuERywYOjoe9sgsxN0X0oyjvPAe3V_/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/16NOOHOntK6-w4KjtfUGu1vYE-MPLHImb/view?usp=drive_link | BVT_File ghi chép:https://drive.google.com/file/d/1-nkrDc-du0fIyOd74B6KCuiVaoBsQyMY/view?usp=drive_link","28/5/2026","2/7/2026"
"335","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","R03THvCaduKDZefmKYRu","TDMXX12_Cơ bản về max min","hls","b2:2k9 Nguyễn Đăng Ái/3/TDMXX12_Co-ban-ve-max-min-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/3/TDMXX12_Co-ban-ve-max-min-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","File ghi chép:https://drive.google.com/file/d/1Y1BoNVoP4qqFhJBWTu---HumeFrZAdYE/view?usp=drive_link | Đề tự luyện:https://drive.google.com/file/d/1N7zUMuuMBZXE__IdfwraQmezIfafNIow/view?usp=drive_link","30/5/2026","2/7/2026"
"336","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","CiaeWn9zSHDOZObwbH7h","Chữa đề TDMXX12","hls","b2:2k9 Nguyễn Đăng Ái/10/Chua-de-TDMXX12-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/Chua-de-TDMXX12-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"337","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","eWuZmkdBOOBnEFtqUOVN","TDMXX13_Nâng cao nhẹ max min","hls","b2:2k9 Nguyễn Đăng Ái/5/TDMXX13_Nang-cao-nhe-max-min-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/5/TDMXX13_Nang-cao-nhe-max-min-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","File ghi chép:https://drive.google.com/file/d/1_qN3wLn-UIo5-BQdJr5aIWlDKYckOS_i/view?usp=drive_link | Đề tự luyện:https://drive.google.com/file/d/1_5ICZSrkgg3GneRLDLzGfpCaBRZCv-qP/view?usp=drive_link","14/6/2026","2/7/2026"
"338","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","jWj8Lh9wwCs3e9ARS1FC","TDMXX14_Nền tảng tối ưu","hls","b2:2k9 Nguyễn Đăng Ái/5/TDMXX14_Nen-tang-toi-uu-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/5/TDMXX14_Nen-tang-toi-uu-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","3","Đề tự luyện:https://drive.google.com/file/d/1MwtZe8udBC8jPGh0umVtV11qI02Xuofj/view?usp=drive_link | File ghi chép:https://drive.google.com/file/d/1KZYl-uxKF-fEZBgY7O_cJkCjctTxlzqp/view?usp=drive_link | BVT-File ghi chép:https://drive.google.com/file/d/1PjjiqAWuwnd11PrGchH51Whzjca2417S/view?usp=drive_link","14/6/2026","2/7/2026"
"339","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","RICDCO1BXCvvF1zw9uUJ","Chữa đề TDMXX14","hls","b2:2k9 Nguyễn Đăng Ái/10/Chua-de-TDMXX14-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/Chua-de-TDMXX14-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"340","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","VzrIc9Plex9XkpdcQa66","TDMXX15_Tiệm cận ngang và TCĐ","hls","b2:2k9 Nguyễn Đăng Ái/6/TDMXX15_Tiem-can-ngang-va-TCd-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/6/TDMXX15_Tiem-can-ngang-va-TCd-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","3","File:https://drive.google.com/file/d/1o0DNwYdT1RTd3oyK1KAgayCQ0oh-Dvqv/view?usp=drive_link | BVT:https://drive.google.com/file/d/10OE6XVWM9bT7JL884KS4EVgNmSd8GdwK/view?usp=drive_link | Đề tự luyện:https://drive.google.com/file/d/1KrAgfA4_u1TY8_huh7HOLTzgLAlOvVB6/view?usp=drive_link","27/6/2026","2/7/2026"
"341","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","pawsAoN1a2VjRW8ruNJ4","TDMXX15_Tiệm cận ngang và TCĐ (Live Chữa)","hls","b2:2k9 Nguyễn Đăng Ái/10/TDMXX15_Tiem-can-ngang-va-TCd-Live-Chua--hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/10/TDMXX15_Tiem-can-ngang-va-TCd-Live-Chua--hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","0","","5/7/2026","5/7/2026"
"342","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","6bUjdxrHInbRzmSZ5dFU","TDMXX16_Tiệm cận xiên","hls","b2:2k9 Nguyễn Đăng Ái/6/TDMXX16_Tiem-can-xien-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/6/TDMXX16_Tiem-can-xien-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","File:https://drive.google.com/file/d/1YLYSRfBUW_RBJ6Xp8c4M9fFch_JaohCU/view?usp=drive_link | Đề tự luyện:https://drive.google.com/file/d/1vEpPUS1ToDkSVDjQFLiiyGigtOLRaItK/view?usp=drive_link","27/6/2026","2/7/2026"
"343","2k9-xps-toan-nguyen-dang-ai","2K9 XPS | TOÁN - NGUYỄN ĐĂNG ÁI","TDMX2027_Chinh phục điểm 8+ Toán THPT","KHẢO SÁT HÀM SỐ VÀ ỨNG DỤNG","","ApvcmBkr0ei3eHRAMSgY","TDMXX17_Khảo sát và Vẽ đồ thị hàm bậc ba","hls","b2:2k9 Nguyễn Đăng Ái/8/TDMXX17_Khao-sat-va-Ve-do-thi-ham-bac-ba-hls/master.m3u8","https://b2-video.sharekhoahoc.net/file/skh-videos/2k9%20Nguy%E1%BB%85n%20%C4%90%C4%83ng%20%C3%81i/8/TDMXX17_Khao-sat-va-Ve-do-thi-ham-bac-ba-hls/master.m3u8?Authorization=4_0048a51ad309cc90000000001_01c5a351_bcd838_acct_WY6ncYK9jD2_D19rtAK81xyHn2o%3D&downloadUrl=https%3A%2F%2Ff004.backblazeb2.com","2","File:https://drive.google.com/file/d/1-UgTUWUf0LQ995tA3MmDzPt27RToaAYd/view | TDMXX17:https://drive.google.com/file/d/1Tb9H58BGK5cfyoZUmMl2W5C676pIxnEW/view","2/7/2026","2/7/2026"
