Course ID,Tên khóa,Môn,Chương,Folder,Tên bài,Loại video,Video ID,Link tải,Thời lượng,Tài liệu,Ngày cập nhật
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 5: Chữa trắc nghiệm CĐ2 - SACCHAROSE - MALTOSE sách HTCPHHC,youtube,https://youtu.be/pBL8lm0FkMY,,,FILE VIẾT TAY:https://drive.google.com/file/d/125AOZrxuPOTxmodinqY10-mBfTXp7VwB/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/10YzkpS8kjM5sG2EU0t7OYCZlIFsGrgYr/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 6: Chữa đúng sai - Trả lời ngắn CĐ2 - SACCHAROSE - MALTOSE sách HTCPHHC,youtube,https://youtu.be/Ma-cGzyy2iA,,,FILE VIẾT TAY:https://drive.google.com/file/d/1TQA85ExPwSLirbgYkL4PFwfLMOaIL5Li/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/10YzkpS8kjM5sG2EU0t7OYCZlIFsGrgYr/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 7: 100 Câu hỏi chuyên biệt về CARBOHYDRATE số 02,youtube,https://youtu.be/pPMy2LaK6xQ,,,FILE VIẾT TAY:https://drive.google.com/file/d/1uXh3RXccf2Hv6JsfiXVYHW8VzWT2qNfB/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1x6U83kctLjOl0ZiBCo-qkpioJCvwjy93/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 8: Lý thuyết Tinh bột - Cellulose,youtube,https://youtu.be/JcvIyOFk0IA,,,FILE VIẾT TAY:https://drive.google.com/file/d/1pivoxHX2Ey79ULceSgZ15TtYahikKmdn/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1pivoxHX2Ey79ULceSgZ15TtYahikKmdn/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 9: Chữa bài tập CĐ3 - Tinh bột - Cellulose sách HTCPHHC,youtube,https://youtu.be/NJ_lsXDwnn8,,,FILE VIẾT TAY:https://drive.google.com/file/d/1WwMi3gFNkSTmpuiybfHXaKGXp3Wizfx8/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1W5qyy7vANBTY53YjD7Ep0Sd2y_UJsTzE/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 10: 100 Câu hỏi chuyên biệt về CARBOHYDRATE số 03,youtube,https://youtu.be/ce88WwqUrrk,,,FILE VIẾT TAY:https://drive.google.com/file/d/1X3L6AMwm1RJ1IIEmPrk2r3NIh_nnpNH2/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1x6U83kctLjOl0ZiBCo-qkpioJCvwjy93/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 11: Chữa trắc nghiệm CĐ4 - Dạng toán Chương 2 sách HTCPHHC,youtube,https://youtu.be/LTs4ATa0x5A,,,FILE VIẾT TAY:https://drive.google.com/file/d/1kKJnGgkhu_hpB6icIQBvKebvf861Jm3-/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/174CfiKanv-wbLqh7rfhUcvOx2HNzJDlX/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 12: Đề luyện tập CARBOHYDRATE số 01,youtube,https://youtu.be/dJD76GWB0PU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1frRP--t3A46b5-pl_p8vwPcU3BKn5N9L/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1EyQUQji_milAKFWUXL66iBfMV63d8elp/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 13: Đề luyện tập CARBOHYDRATE số 02,youtube,https://youtu.be/dJD76GWB0PU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1frRP--t3A46b5-pl_p8vwPcU3BKn5N9L/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1y1mmDbUfaZKvDmgS9U-hNkmgrbKTwGnh/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 14: Đề luyện tập CARBOHYDRATE số 03,youtube,https://youtu.be/P6OFx1Fnj74,,,FILE VIẾT TAY:https://drive.google.com/file/d/1wIx07IugFS2mrU5gallLvc12GDmLKXZP/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1AwYHnSni3vZntfOrsyndNcQsa58Vjm67/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 15: Đề luyện tập CARBOHYDRATE số 04,youtube,https://youtu.be/P6OFx1Fnj74,,,FILE VIẾT TAY:https://drive.google.com/file/d/1wIx07IugFS2mrU5gallLvc12GDmLKXZP/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1DbYBfl5VVINwE78iJprtmkbOMEQxzm9S/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 16: Bài tập đúng sai CARBOHYDRATE,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1d7pqixxlJ9Gy__IEMvu8WC4ns--emMNC/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 17: Dạng toán phản ứng tráng bạc,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1q2MZr-BR4wsiwQqcUaKyHGNGHyB_Ft2q/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 18: Dạng toán phản ứng lên men GLUCOSE,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1I9qBVXzzuGCbA-ul-laubug42NqHKlKd/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 19: Bài toán vận dụng cao CARBOHYDRATE,youtube,,,,|ĐỀ:https://drive.google.com/file/d/13hAV9D8z0wz4npUQtjckTqiV4ezBWBhp/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 20: 68 Câu lý thuyết chuyên biệt về CARBOHYDRATE - Phần 1,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1F3q71TLcwzUKJH1STU60PaixSwF30ZZD/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 21: 68 Câu lý thuyết chuyên biệt về CARBOHYDRATE - Phần 2,youtube,,,,|ĐỀ:https://drive.google.com/file/d/12nwioQy52XApLLanc4KsqlvphG1tcD1C/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 2 - CARBOHYDRTAE                                   ,CHƯƠNG 2 - CARBOHYDRTAE                                   ,Bài giảng 22: Tổng ôn lý thuyết cơ bản Chương 2,youtube,,,,ĐỀ:https://drive.google.com/file/d/1hX6S0rTPWqo1RjQMVQcEzo2CDsdIG7hy/view?usp%3Dsharing&sa=D&source=editors&ust=1782125464645693&usg=AOvVaw0qggZDPONqCGz9ftm34Z4n,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,TÀI LIỆU TỔNG HỢP CHƯƠNG III,drive,,,,TÀI LIỆU TỔNG HỢP CHƯƠNG III:https://www.google.com/url?q=https://drive.google.com/drive/folders/118gESYxryU1a717d5DSZRaVUC5QFN2-t?usp%3Dsharing&sa=D&source=editors&ust=1784715375063827&usg=AOvVaw2HUSDnJHbZsGkvx5pAVEpfl3l1mbpRqix_04mVG&sa=D&source=editors&ust=1782125464621336&usg=AOvVaw0axtQ3aauKtcpa5SP4VxT8q=https://drive.google.com/drive/folders/1mThyfHiaOFuDIvd_ldHTRdwtnx8z3pyb&sa=D&source=editors&ust=1782125464559208&usg=AOvVaw1pQfHBJEYRaZ3Azwh6GD-6,6/3/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 1: Lý thuyết AMINE,youtube,https://youtu.be/-bSRWTE-FFQ,,,FILE VIẾT TAY:https://drive.google.com/file/d/1f4tdUZ7xqPSnWhPL5tYm-r8wHf-FpoND/view?usp=sharing,6/4/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 2: Chữa bài tập CĐ1 - AMINE sách HTCPHHC,youtube,https://youtu.be/r0G3ElE-00Y,,,FILE VIẾT TAY:https://drive.google.com/file/d/1YC1-ZOTCzCFYK9K6uZedc1O7VAS177IJ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1Qh3KxHOV0oeBv2intKrda6mHaoGecOAz/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 3: Lý thuyết AMINO ACID,youtube,https://youtu.be/9sonGDhW_QQ,,,FILE VIẾT TAY:https://drive.google.com/file/d/1XfdDGhOc-USQaymtjBb2c4ZmFilRb9IZ/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 4: Chữa bài tập CĐ2 - AMINO ACID sách HTCPHHC,youtube,https://youtu.be/Gko8r8NMfa0,,,FILE VIẾT TAY:https://drive.google.com/file/d/1zpoYFnLcB1jmyy53VuzYnMhu_8LEzk6i/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1z-Xkkts2ixN0jDJWhIMY2PLviApH5b6q/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 4: Chữa bài tập CĐ2 - AMINO ACID sách HTCPHHC,youtube,https://youtu.be/HN0xK6z7S-0,,,FILE VIẾT TAY:https://drive.google.com/file/d/1zpoYFnLcB1jmyy53VuzYnMhu_8LEzk6i/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1z-Xkkts2ixN0jDJWhIMY2PLviApH5b6q/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 5: Lý thuyết PEPTIDE - PROTEIN,youtube,https://youtu.be/Wogz3qhRENU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1_dThRCurDQIpCPedDrXmu4cm1wLSrTQj/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 6: Chữa bài tập CĐ3 - PEPTIDE - PROTEIN sách HTCPHHC,youtube,https://youtu.be/qLR4toxgqvI,,,FILE VIẾT TAY:https://drive.google.com/file/d/1rQMXJUY4KY0NA0aia_p6SQWC5r8oQLDw/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1qFPnQnU_79BeA0cDV9gdKAz9RKWjDyQd/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 7: Chữa bài tập CĐ4 - Các dạng bài tập sách HTCPHHC,youtube,https://youtu.be/ar2O0vxz510,,,FILE VIẾT TAY:https://drive.google.com/file/d/1kDlxpT1SZL0Yj0-AJKieoyOu8ty1knGs/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/159luBRqumnMa88TYUwBo8NJSrZBJdDOy/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 8: Đề luyện tập Chương 3 số 01,youtube,https://drive.google.com/file/d/1B9QxKhr_-y8_Ael6nEfvoLdeOKyKPJzg/view?usp=drive_link,,,FILE VIẾT TAY:https://drive.google.com/file/d/1_ssMnRMRnZZc_zg6hB7c8NAgcpto7Ba9/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1FnNjzu8dv7b3iMbkNgUCmixFkqZDhIzp/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 9: Đề luyện tập Chương 3 số 02,youtube,https://drive.google.com/file/d/1B9QxKhr_-y8_Ael6nEfvoLdeOKyKPJzg/view?usp=drive_link,,,FILE VIẾT TAY:https://drive.google.com/file/d/1_ssMnRMRnZZc_zg6hB7c8NAgcpto7Ba9/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1UPiLT2WjXg3VY5Pa4JfZ-bM0SeRNgD0P/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 10: Đề luyện tập Chương 3 số 03,youtube,https://drive.google.com/file/d/1B9QxKhr_-y8_Ael6nEfvoLdeOKyKPJzg/view?usp=drive_link,,,FILE VIẾT TAY:https://drive.google.com/file/d/1_ssMnRMRnZZc_zg6hB7c8NAgcpto7Ba9/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/138Pf57n54cefQPIEw8ZjASEfsUzvahmV/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 11: Bài tập đúng sai Chương 3 số 01,youtube,https://drive.google.com/file/d/17ZJ36-EoaFrYKmKAwohogUiEKnzKrpAi/view?usp=drive_link,,,FILE VIẾT TAY:https://drive.google.com/file/d/1TL5MCcX0-2dSVwFh0rjIenC7cYU5LhMQ/view?usp=sharing|ĐỀ:https://drive.google.com/file/d/1UTLPAgqI8np-bdrv0q3A1ehlQTVddfnN/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 12: Bài tập đúng sai Chương 3 số 02,youtube,,,,ĐỀ:https://drive.google.com/file/d/17JhWhX_dTXL9ce9yHBIIS08zaTaJTLMt/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 13: Bài tập đúng sai Chương 3 số 03,youtube,,,,ĐỀ:https://drive.google.com/file/d/1EIsk7Z1AqBuQZXnYHevC3eNZdQwEltFl/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 14: 100 Câu hỏi chuyên biệt về Hợp chất Nitrogen số 01,youtube,,,,ĐỀ:https://drive.google.com/file/d/1Q0pt8NnYHpqogzVjwlumImMk1LheNCTI/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 15: 100 Câu hỏi chuyên biệt về Hợp chất Nitrogen số 02,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1K0XXeSfyxHQpGZGxinXUD_ytII7534Uv/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 16: 100 Câu hỏi chuyên biệt về Hợp chất Nitrogen số 03,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1DVQkrRJfJjoh7q-FyOEqTobAgFoJDqgv/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 17: 68 Câu lý thuyết chuyên biệt về Hợp chất Nitrogen số 01,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1ZWhmPApCVejmAlS8atBcGEkPDnnDOxPs/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 18: 68 Câu lý thuyết chuyên biệt về Hợp chất Nitrogen số 02,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1LvMI7lUN_GOI2M3_tIkycDwc5_fIHyRM/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 19: Tổng ôn kiến thức cơ bản Chương 3,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1ziV9V4XyTIE-EkQuzSwj9-NULXDFGq45/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,CHƯƠNG 3 - HỢP CHẤT CỦA NITROGEN                                     ,Bài giảng 20: Sách bài tập KNTT Chương 3,youtube,,,,|ĐỀ:https://drive.google.com/file/d/1eelaVxcqCymQ4R6CC1UGFVp4TsmHukkb/view?usp=sharing,
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 4 - POLYMER                                        ,CHƯƠNG 4 - POLYMER                                        ,TÀI LIỆU TỔNG HỢP CHƯƠNG IV,drive,,,,TÀI LIỆU TỔNG HỢP CHƯƠNG IV:https://www.google.com/url?q=https://drive.google.com/drive/folders/1tFp7x0eL3_ehR74OUuRlNqhElMN1LU_8?usp%3Dsharing&sa=D&source=editors&ust=1784715375082787&usg=AOvVaw1NQvhBlpk9LWxvYMOvCwMz,7/23/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 4 - POLYMER                                        ,CHƯƠNG 4 - POLYMER                                        ,Bài giảng 1: Full lý thuyết POLYMER,youtube,https://youtu.be/b95omwk3-oU,,,FILE VIẾT TAY:https://drive.google.com/file/d/1qfFKEP0ux3tLHshgeg2_A945Mt9KUSuy/view,7/24/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 4 - POLYMER                                        ,CHƯƠNG 4 - POLYMER                                        ,Bài giảng 2: Đại cương về POLYMER (Sách HTCPHHC),youtube,https://youtu.be/UXQZBywSA8k,,,,7/25/2026
xps-hoa-12,2009: KHÓA HỌC KHÓA T: NỀN TẢNG - THẦY PHẠM VĂN TRỌNG,Hóa,CHƯƠNG 4 - POLYMER                                        ,CHƯƠNG 4 - POLYMER                                        ,Bài giảng 3: Vật liệu POLYMER (Sách HTCPHHC),youtube,https://youtu.be/bUVEtdo-p2w,,,,7/26/2026
